TICKER,DATE,Price_Open,Price_Close,Price_High,Price_Low,Volume,Return_1d,MA_5d,MA_10d,Volatility_10d
AAPL,2022-01-18 05:00:00+00:00,171.51,169.8,172.54,169.405,102183802.0,-0.01889408909689716,173.134,173.66500000000002,0.013803214083793543
AAPL,2022-01-19 05:00:00+00:00,170.0,166.23,171.08,165.94,101688620.0,-0.02102473498233226,171.364,172.31799999999998,0.014433307864067147
AAPL,2022-01-20 05:00:00+00:00,166.98,164.51,169.68,164.18,96630645.0,-0.01034710942669792,169.16,171.277,0.012897888945885203
AAPL,2022-01-21 05:00:00+00:00,164.415,162.41,166.33,162.3,135494794.0,-0.012765181447936258,167.204,170.318,0.012593672859897006
AAPL,2022-01-24 05:00:00+00:00,160.02,161.62,162.3,154.7,175317276.0,-0.004864232497998833,164.91400000000002,169.263,0.01238521173494865
AAPL,2022-01-25 05:00:00+00:00,158.98,159.78,162.76,157.02,125389277.0,-0.011384729612671673,162.91,168.022,0.012263376494328479
AAPL,2022-01-26 05:00:00+00:00,163.5,159.69,164.3894,157.82,116338085.0,-0.0005632745024408692,161.602,166.483,0.009344338243880793
AAPL,2022-01-27 05:00:00+00:00,162.45,159.22,163.84,158.28,127009128.0,-0.0029432024547560998,160.544,164.852,0.008719781556412981
AAPL,2022-01-28 05:00:00+00:00,165.71,170.33,170.35,162.8,189144340.0,0.0697776661223466,162.128,164.666,0.026077010272938506
AAPL,2022-01-31 05:00:00+00:00,170.16,174.78,175.0,169.51,129780591.0,0.026125755885633595,164.76,164.83700000000002,0.02741768234647352
AAPL,2022-02-01 05:00:00+00:00,174.01,174.61,174.84,172.31,93258667.0,-0.000972651333104424,167.72600000000003,165.318,0.02652125096613195
AAPL,2022-02-02 05:00:00+00:00,174.745,175.84,175.88,173.33,91306986.0,0.007044270087623872,170.956,166.27900000000002,0.025132854235957985
AAPL,2022-02-03 05:00:00+00:00,174.48,172.9,176.2399,172.12,101382628.0,-0.01671974522292996,173.692,167.118,0.025666024428102948
AAPL,2022-02-04 05:00:00+00:00,171.68,172.39,174.1,170.68,88456689.0,-0.0029496818970504712,174.10399999999998,168.116,0.025080528561781692
AAPL,2022-02-07 05:00:00+00:00,172.86,171.66,173.9458,170.95,83181695.0,-0.004234584372643346,173.48000000000002,169.11999999999998,0.025050284091871156
AAPL,2022-02-08 05:00:00+00:00,171.73,174.83,175.35,171.43,80979959.0,0.01846673657229414,173.52399999999997,170.625,0.024478439078567907
AAPL,2022-02-09 05:00:00+00:00,176.05,176.28,176.65,174.9,78287149.0,0.008293771091917757,173.61200000000002,172.28400000000002,0.024240860772971256
AAPL,2022-02-10 05:00:00+00:00,174.14,172.12,175.48,171.55,99694816.0,-0.02359882005899705,173.45600000000002,173.574,0.026278558407578815
AAPL,2022-02-11 05:00:00+00:00,172.33,168.64,173.08,168.04,106268657.0,-0.020218452242621532,172.70600000000002,173.405,0.016354144965433956
AAPL,2022-02-14 05:00:00+00:00,167.37,168.88,169.58,166.56,98885501.0,0.0014231499051233776,172.15,172.815,0.013425825478354384
AAPL,2022-02-15 05:00:00+00:00,170.97,172.79,172.95,170.25,71066887.0,0.023152534343912734,171.74200000000002,172.63299999999998,0.01584873347316431
AAPL,2022-02-16 05:00:00+00:00,171.85,172.55,173.34,170.05,66147855.0,-0.0013889692690548516,170.996,172.304,0.015599437451019963
AAPL,2022-02-17 05:00:00+00:00,171.03,168.88,171.91,168.47,78321659.0,-0.02126919733410615,170.348,171.902,0.016140593113693102
AAPL,2022-02-18 05:00:00+00:00,169.82,167.3,170.5413,166.19,92631965.0,-0.009355755566082369,170.07999999999998,171.39299999999997,0.016298579561110905
AAPL,2022-02-22 05:00:00+00:00,164.98,164.32,166.69,162.15,98811382.0,-0.01781231320980281,169.16799999999998,170.65900000000002,0.016976088013692704
AAPL,2022-02-23 05:00:00+00:00,165.54,160.24,166.15,159.75,98884474.0,-0.024829600778967786,166.658,169.2,0.016039427627181246
AAPL,2022-02-24 05:00:00+00:00,152.58,162.51,162.85,152.0,155570846.0,0.014166250624063847,164.65,167.823,0.01681387556574976
AAPL,2022-02-25 05:00:00+00:00,163.84,164.85,165.12,160.8738,97758401.0,0.014399113900683158,163.844,167.096,0.017179857559834838
AAPL,2022-02-28 05:00:00+00:00,163.06,165.12,165.42,162.43,108908921.0,0.0016378525932667642,163.408,166.744,0.01627841576144734
AAPL,2022-03-01 05:00:00+00:00,164.695,163.2,166.6,161.97,90604732.0,-0.011627906976744318,163.18400000000003,166.176,0.016496289927798977
AAPL,2022-03-02 05:00:00+00:00,164.39,166.56,167.36,162.95,88692844.0,0.020588235294117796,164.448,165.553,0.016053517482002292
AAPL,2022-03-03 05:00:00+00:00,168.47,166.23,168.91,165.55,82418843.0,-0.001981268011527426,165.192,164.921,0.016045752326793433
AAPL,2022-03-04 05:00:00+00:00,164.49,163.17,165.55,162.1,91169381.0,-0.01840822956145105,164.856,164.35,0.015718031138350186
AAPL,2022-03-07 05:00:00+00:00,163.36,159.3,165.02,159.04,107385155.0,-0.023717595146166448,163.692,163.54999999999998,0.016939257410212093
AAPL,2022-03-08 05:00:00+00:00,158.82,157.44,162.88,155.8,140524583.0,-0.01167608286252364,162.54,162.862,0.016519793251449394
AAPL,2022-03-09 05:00:00+00:00,161.475,162.95,163.41,159.41,100505467.0,0.03499745934959342,161.818,163.13299999999998,0.01886347034622466
AAPL,2022-03-10 05:00:00+00:00,160.2,158.52,160.39,155.98,114471979.0,-0.027186253451979003,160.276,162.73399999999998,0.0203357245413893
AAPL,2022-03-11 05:00:00+00:00,158.93,154.73,159.28,154.5,105127762.0,-0.023908655059298622,158.58800000000002,161.722,0.020448836738359847
AAPL,2022-03-14 04:00:00+00:00,151.45,150.62,154.12,150.1,118311989.0,-0.026562399017643568,156.852,160.272,0.021189911933772846
AAPL,2022-03-15 04:00:00+00:00,150.9,155.09,155.57,150.38,104410428.0,0.0296773336874252,156.382,159.461,0.02439320439855556
AAPL,2022-03-16 04:00:00+00:00,157.05,159.59,160.0,154.46,112719986.0,0.02901541040686051,155.70999999999998,158.76399999999998,0.025489371723141654
AAPL,2022-03-17 04:00:00+00:00,158.61,160.62,161.0,157.63,85152570.0,0.006454038473588497,156.13,158.203,0.02570137814305613
AAPL,2022-03-18 04:00:00+00:00,160.51,163.98,164.48,159.76,159428842.0,0.020918939110945,157.98,158.28400000000002,0.026109661623599397
AAPL,2022-03-21 04:00:00+00:00,163.51,165.38,166.35,163.015,105787821.0,0.00853762653982204,160.932,158.892,0.024698334755730366
AAPL,2022-03-22 04:00:00+00:00,165.51,168.82,169.42,164.91,89161727.0,0.020800580481315833,163.67799999999997,160.03,0.024538811114531812
AAPL,2022-03-23 04:00:00+00:00,167.99,170.21,172.64,167.65,106073373.0,0.008233621608814135,165.802,160.756,0.022558815656886534
AAPL,2022-03-24 04:00:00+00:00,171.06,174.07,174.14,170.21,97014668.0,0.022677868515363242,168.49200000000002,162.31099999999998,0.020133164639048996
AAPL,2022-03-25 04:00:00+00:00,173.88,174.72,175.28,172.75,85692924.0,0.0037341299477222645,170.64000000000001,164.31,0.016613667115115274
AAPL,2022-03-28 04:00:00+00:00,172.17,175.6,175.73,172.0,97532618.0,0.005036630036630019,172.684,166.80800000000002,0.010130632015823702
AAPL,2022-03-29 04:00:00+00:00,176.69,178.96,179.01,176.34,109295753.0,0.01913439635535319,174.712,169.195,0.008974938901309449
AAPL,2022-03-30 04:00:00+00:00,178.55,177.77,179.61,176.7,100735340.0,-0.006649530621367861,176.224,171.013,0.009609569337953695
AAPL,2022-03-31 04:00:00+00:00,177.84,174.61,178.03,174.4,120024146.0,-0.01777577769027394,176.332,172.41199999999998,0.013225942131151644
AAPL,2022-04-01 04:00:00+00:00,174.03,174.31,174.88,171.94,85355694.0,-0.001718114655518077,176.25000000000003,173.445,0.012787470644812294
AAPL,2022-04-04 04:00:00+00:00,174.57,178.44,178.49,174.44,82875862.0,0.023693419769376334,176.818,174.751,0.013941247482284003
AAPL,2022-04-05 04:00:00+00:00,177.5,175.06,178.3,174.415,79568643.0,-0.0189419412687738,176.038,175.375,0.015386775104543116
AAPL,2022-04-06 04:00:00+00:00,172.36,171.83,173.63,170.13,90320928.0,-0.01845081686278982,174.85,175.537,0.016772799597582044
AAPL,2022-04-07 04:00:00+00:00,171.16,172.14,173.36,169.85,78193123.0,0.0018041087120990174,174.356,175.344,0.014989540413569504
AAPL,2022-04-08 04:00:00+00:00,171.78,170.09,171.78,169.2,82763655.0,-0.011908911351225626,173.512,174.88100000000003,0.015252981949378689
AAPL,2022-04-11 04:00:00+00:00,168.71,165.75,169.03,165.5,73137070.0,-0.02551590334528786,170.974,173.89600000000002,0.01656207639952162
AAPL,2022-04-12 04:00:00+00:00,168.02,167.66,169.87,166.64,83662778.0,0.011523378582201982,169.494,172.766,0.01543390002862057
AAPL,2022-04-13 04:00:00+00:00,167.39,170.4,171.04,166.77,76146104.0,0.016342598115233198,169.20800000000003,172.029,0.017022441522354152
AAPL,2022-04-14 04:00:00+00:00,170.62,165.29,171.27,165.04,84603285.0,-0.029988262910798147,167.83800000000002,171.097,0.018488012715675618
AAPL,2022-04-18 04:00:00+00:00,163.92,165.07,166.5984,163.57,74493604.0,-0.0013309940105269424,166.834,170.173,0.018496786716706563
AAPL,2022-04-19 04:00:00+00:00,165.02,167.4,167.82,163.91,75240221.0,0.014115223844429758,167.16400000000002,169.06900000000002,0.017018854385042154
AAPL,2022-04-20 04:00:00+00:00,168.76,167.23,168.88,166.1,73954306.0,-0.0010155316606930143,167.07800000000003,168.286,0.01646686561894493
AAPL,2022-04-21 04:00:00+00:00,168.91,166.42,171.53,165.91,93153701.0,-0.004843628535549871,166.28199999999998,167.74499999999998,0.01572624019819161
AAPL,2022-04-22 04:00:00+00:00,166.46,161.79,167.8699,161.5,93535037.0,-0.027821175339502457,165.582,166.70999999999998,0.01740444061633784
AAPL,2022-04-25 04:00:00+00:00,161.12,162.88,163.17,158.46,103208936.0,0.006737128376290258,165.14399999999998,165.98899999999998,0.017702590878462585
AAPL,2022-04-26 04:00:00+00:00,162.25,156.8,162.34,156.72,103931474.0,-0.037328094302553905,163.02399999999997,165.094,0.019579084095487226
AAPL,2022-04-27 04:00:00+00:00,155.91,156.57,159.79,155.38,93914037.0,-0.0014668367346939437,160.892,163.98499999999999,0.018747664069456674
AAPL,2022-04-28 04:00:00+00:00,159.25,163.64,164.515,158.93,137705209.0,0.04515552149198432,160.33599999999998,163.309,0.024120028572222833
AAPL,2022-04-29 04:00:00+00:00,161.84,157.65,166.2,157.25,145654913.0,-0.036604742116841726,159.50799999999998,162.54500000000002,0.024993804880719558
AAPL,2022-05-02 04:00:00+00:00,156.71,157.96,158.23,153.27,131337354.0,0.001966381224230984,158.524,161.834,0.02506104356041315
AAPL,2022-05-03 04:00:00+00:00,158.15,159.48,160.71,156.32,93684416.0,0.009622689288427244,159.06,161.04199999999997,0.02473618054924767
AAPL,2022-05-04 04:00:00+00:00,159.67,166.02,166.48,159.26,114719225.0,0.04100827689992492,160.95,160.921,0.028663173861546036
AAPL,2022-05-05 04:00:00+00:00,163.85,156.77,164.08,154.95,142675572.0,-0.05571617877364177,159.576,159.95600000000002,0.03363176316984737
AAPL,2022-05-06 04:00:00+00:00,156.01,157.28,159.44,154.18,123877861.0,0.00325317343879572,159.502,159.505,0.0327587892703184
AAPL,2022-05-09 04:00:00+00:00,154.925,152.06,155.83,151.49,132603947.0,-0.033189216683621514,158.322,158.423,0.03394166764950616
AAPL,2022-05-10 04:00:00+00:00,155.52,154.51,156.74,152.93,124055409.0,0.016112061028541236,157.328,158.19400000000002,0.03270321093787684
AAPL,2022-05-11 04:00:00+00:00,153.5,146.5,155.45,145.81,151719835.0,-0.05184130476991777,153.424,157.18699999999998,0.03645055028133424
AAPL,2022-05-12 04:00:00+00:00,142.77,142.56,146.2,138.8,192047663.0,-0.02689419795221837,150.58200000000002,155.079,0.03206761097459928
AAPL,2022-05-13 04:00:00+00:00,144.59,147.11,148.105,143.11,114797304.0,0.03191638608305292,148.548,154.025,0.03379193854823844
AAPL,2022-05-16 04:00:00+00:00,145.55,145.54,147.5199,144.18,91824708.0,-0.010672286044456691,147.244,152.783,0.0336814163677031
AAPL,2022-05-17 04:00:00+00:00,148.86,149.24,149.77,146.68,79304491.0,0.025422564243507084,146.19,151.75900000000001,0.03492867537787519
AAPL,2022-05-18 04:00:00+00:00,146.85,140.82,147.3601,139.9,121266806.0,-0.05641919056553213,145.054,149.239,0.033914125926844646
AAPL,2022-05-19 04:00:00+00:00,139.88,137.35,141.66,136.6,142802096.0,-0.024641386166737722,144.012,147.29699999999997,0.0311626399252435
AAPL,2022-05-20 04:00:00+00:00,139.09,137.59,140.7,132.61,147016057.0,0.00174736075718962,142.108,145.328,0.031080542183621624
AAPL,2022-05-23 04:00:00+00:00,137.79,143.11,143.26,137.65,125077087.0,0.040119194708917894,141.622,144.433,0.03423455435598842
AAPL,2022-05-24 04:00:00+00:00,140.805,140.36,141.97,137.33,109813351.0,-0.01921598770176791,139.846,143.018,0.033571179698260616
AAPL,2022-05-25 04:00:00+00:00,138.43,140.52,141.785,138.34,99358798.0,0.0011399259048161525,139.786,142.42000000000002,0.030064801428797572
AAPL,2022-05-26 04:00:00+00:00,137.39,143.78,144.34,137.14,99878236.0,0.023199544548818674,141.072,142.542,0.02995309747660711
AAPL,2022-05-27 04:00:00+00:00,145.39,149.64,149.68,145.26,100950098.0,0.04075671164278738,143.482,142.79500000000002,0.031068133679960395
AAPL,2022-05-31 04:00:00+00:00,149.07,148.84,150.66,146.84,121269886.0,-0.00534616412723854,144.628,143.125,0.03086902936700178
AAPL,2022-06-01 04:00:00+00:00,149.9,148.71,151.74,147.68,78943522.0,-0.000873421123353868,146.298,143.072,0.02981820961264773
AAPL,2022-06-02 04:00:00+00:00,147.83,151.21,151.27,146.86,78517901.0,0.01681124335955886,148.436,144.11100000000002,0.022505604556101115
AAPL,2022-06-03 04:00:00+00:00,146.9,145.38,147.97,144.46,94319460.0,-0.038555651081277786,148.756,144.91400000000002,0.024996861461098197
AAPL,2022-06-06 04:00:00+00:00,147.03,146.14,148.5689,144.9,74857319.0,0.005227679185582534,148.05599999999998,145.769,0.024955603330856557
AAPL,2022-06-07 04:00:00+00:00,144.345,148.71,149.0,144.1,73477251.0,0.0175858765567265,148.03,146.329,0.022457572013379647
AAPL,2022-06-08 04:00:00+00:00,148.58,147.96,149.8697,147.46,58484475.0,-0.005043373007867613,147.88,147.089,0.021238666423051413
AAPL,2022-06-09 04:00:00+00:00,147.08,142.64,147.95,142.53,75612751.0,-0.03595566369289016,146.166,147.301,0.024991015669003865
AAPL,2022-06-10 04:00:00+00:00,140.28,137.13,140.76,137.06,101534275.0,-0.038628715647784584,144.51600000000002,146.63600000000002,0.026693394272999094
AAPL,2022-06-13 04:00:00+00:00,132.87,131.88,135.2,131.44,135261516.0,-0.038284839203675314,141.66400000000002,144.85999999999999,0.0233256968358491
AAPL,2022-06-14 04:00:00+00:00,133.13,132.76,133.89,131.48,92179405.0,0.0066727327873823405,138.474,143.252,0.024023386917659997
AAPL,2022-06-15 04:00:00+00:00,134.29,135.43,137.34,132.16,101304819.0,0.02011147936125357,135.968,141.924,0.025862521607516106
AAPL,2022-06-16 04:00:00+00:00,132.08,130.06,132.39,129.04,120184627.0,-0.03965148046961531,133.452,139.809,0.025763131268973064
AAPL,2022-06-17 04:00:00+00:00,130.065,131.56,133.079,129.81,168771047.0,0.011533138551437894,132.33800000000002,138.427,0.025466880983257657
AAPL,2022-06-21 04:00:00+00:00,133.42,135.87,137.06,133.32,91630121.0,0.03276071754332621,133.13600000000002,137.4,0.028554445103804286
AAPL,2022-06-22 04:00:00+00:00,134.79,135.35,137.76,133.91,80880070.0,-0.0038271877529992837,133.654,136.064,0.027289938775146613
AAPL,2022-06-23 04:00:00+00:00,136.82,138.27,138.59,135.63,77932990.0,0.021573697820465476,134.22199999999998,135.09499999999997,0.028968533366607874
AAPL,2022-06-24 04:00:00+00:00,139.9,141.66,141.91,139.77,110368722.0,0.024517248860924212,136.542,134.997,0.028412731381484896
AAPL,2022-06-27 04:00:00+00:00,142.695,141.66,143.49,140.965,77728499.0,0.0,138.562,135.45,0.025053400699228838
AAPL,2022-06-28 04:00:00+00:00,142.13,137.44,143.422,137.325,76133876.0,-0.029789637159395754,138.87600000000003,136.006,0.023578185103299152
AAPL,2022-06-29 04:00:00+00:00,137.46,139.23,140.67,136.67,71179247.0,0.013023864959254894,139.652,136.653,0.023731543660936803
AAPL,2022-06-30 04:00:00+00:00,137.25,136.72,138.37,133.7737,114697715.0,-0.018027723910076787,139.342,136.78199999999998,0.024099460267409296
AAPL,2022-07-01 04:00:00+00:00,136.04,138.93,139.04,135.66,77594243.0,0.01616442363955528,138.796,137.669,0.019633722312122896
AAPL,2022-07-05 04:00:00+00:00,137.77,141.56,141.61,136.93,79904746.0,0.018930396602605537,138.776,138.669,0.019968656447386046
AAPL,2022-07-06 04:00:00+00:00,141.355,142.92,144.12,141.08,78938366.0,0.009607233681830918,139.872,139.374,0.017959714326239072
AAPL,2022-07-07 04:00:00+00:00,143.29,146.35,146.55,143.28,72731949.0,0.023999440246291748,141.296,140.474,0.018548733893927166
AAPL,2022-07-08 04:00:00+00:00,145.265,147.04,147.55,145.0,68264699.0,0.004714724974376416,143.35999999999999,141.351,0.0179338954881675
AAPL,2022-07-11 04:00:00+00:00,145.67,144.87,146.64,143.78,69704810.0,-0.014757889009793135,144.54799999999997,141.672,0.01780459939807651
AAPL,2022-07-12 04:00:00+00:00,145.76,145.86,148.45,145.05,84620032.0,0.006833712984054774,145.408,142.09199999999998,0.017833945229814345
AAPL,2022-07-13 04:00:00+00:00,142.99,145.49,146.45,142.1201,77731553.0,-0.002536679007267284,145.922,142.897,0.013903880610349126
AAPL,2022-07-14 04:00:00+00:00,144.08,148.47,148.95,143.25,83018114.0,0.020482507388823956,146.346,143.821,0.014521103680730372
AAPL,2022-07-15 04:00:00+00:00,149.78,150.17,150.86,148.2,86944893.0,0.011450124604297063,146.972,145.166,0.011696837907630753
AAPL,2022-07-18 04:00:00+00:00,150.74,147.07,151.57,146.7,87239346.0,-0.020643270959579074,147.412,145.98,0.01475443901500474
AAPL,2022-07-19 04:00:00+00:00,147.92,151.0,151.23,146.91,93332247.0,0.02672196913034619,148.44,146.924,0.015699846842601606
AAPL,2022-07-20 04:00:00+00:00,151.12,153.04,153.72,150.37,70872515.0,0.013509933774834337,149.95,147.93599999999998,0.01583121862694987
AAPL,2022-07-21 04:00:00+00:00,154.5,155.35,155.57,151.94,70606217.0,0.015094093047569368,151.326,148.83599999999998,0.014995735328925374
AAPL,2022-07-22 04:00:00+00:00,155.39,154.09,156.28,153.41,72318038.0,-0.00811071773414862,152.10999999999999,149.541,0.01565989063231028
AAPL,2022-07-25 04:00:00+00:00,154.01,152.95,155.04,152.28,57738116.0,-0.007398273736128336,153.286,150.349,0.014786989741233813
AAPL,2022-07-26 04:00:00+00:00,152.265,151.6,153.085,150.8,60764637.0,-0.008826413860738791,153.406,150.923,0.015449208661565444
AAPL,2022-07-27 04:00:00+00:00,152.58,156.79,157.33,152.16,89223566.0,0.03423482849604231,154.156,152.053,0.017907766130622883
AAPL,2022-07-28 04:00:00+00:00,156.98,157.35,157.64,154.41,86806681.0,0.0035716563556349445,154.55599999999998,152.94099999999997,0.01735128791831967
AAPL,2022-07-29 04:00:00+00:00,161.24,162.51,163.63,159.5,114785404.0,0.032793136320305116,156.24,154.17499999999998,0.019304320994934974
AAPL,2022-08-01 04:00:00+00:00,161.01,161.51,163.59,160.89,73670876.0,-0.006153467478924424,157.952,155.61899999999997,0.017352730538521405
AAPL,2022-08-02 04:00:00+00:00,160.1,160.01,162.41,159.63,63962594.0,-0.009287350628444102,159.634,156.51999999999998,0.01712665855514294
AAPL,2022-08-03 04:00:00+00:00,160.84,166.13,166.59,160.75,90300252.0,0.03824760952440465,161.502,157.829,0.019902676232948634
AAPL,2022-08-04 04:00:00+00:00,166.005,165.81,167.19,164.43,59549979.0,-0.0019262023716366539,163.194,158.875,0.019995725183070467
AAPL,2022-08-05 04:00:00+00:00,163.21,165.35,165.85,163.0,61905528.0,-0.0027742596948314713,163.762,160.00099999999998,0.019623860589303734
AAPL,2022-08-08 04:00:00+00:00,166.37,164.87,167.81,164.2,63810659.0,-0.002902933172059252,164.434,161.193,0.01929988285983725
AAPL,2022-08-09 04:00:00+00:00,164.02,164.92,165.82,163.25,70056143.0,0.0003032692424334016,165.416,162.525,0.018635885888440826
AAPL,2022-08-10 04:00:00+00:00,167.68,169.24,169.34,166.9,77906820.0,0.026194518554450763,166.03799999999998,163.77,0.017549280117551403
AAPL,2022-08-11 04:00:00+00:00,170.06,168.49,170.99,168.19,61943923.0,-0.004431576459465902,166.574,164.88400000000001,0.017941968485643462
AAPL,2022-08-12 04:00:00+00:00,169.82,172.1,172.17,169.4,75555239.0,0.021425603893405976,167.924,165.84300000000002,0.01642241298375467
AAPL,2022-08-15 04:00:00+00:00,171.52,173.19,173.39,171.345,58741635.0,0.006333527019174889,169.58800000000002,167.01100000000002,0.01587216773272988
AAPL,2022-08-16 04:00:00+00:00,172.78,173.03,173.71,171.6618,60575237.0,-0.0009238408684103527,171.21,168.31300000000002,0.015113895492991289
AAPL,2022-08-17 04:00:00+00:00,172.77,174.55,176.15,172.57,84217231.0,0.008784603825926274,172.272,169.155,0.01081194024691566
AAPL,2022-08-18 04:00:00+00:00,173.75,174.15,174.9,173.12,66756106.0,-0.0022916069894013402,173.404,169.989,0.010838564956202282
AAPL,2022-08-19 04:00:00+00:00,173.03,171.52,173.74,171.3101,79638699.0,-0.01510192362905538,173.288,170.606,0.01240530580858806
AAPL,2022-08-22 04:00:00+00:00,169.69,167.57,169.86,167.135,76355924.0,-0.023029384328358327,172.164,170.876,0.014970143568355413
AAPL,2022-08-23 04:00:00+00:00,167.08,167.23,168.71,166.65,58090092.0,-0.002029002804798008,171.004,171.107,0.01501288412660943
AAPL,2022-08-24 04:00:00+00:00,167.32,167.53,168.11,166.245,58542963.0,0.0017939364946482073,169.6,170.93599999999998,0.012287624273461537
AAPL,2022-08-25 04:00:00+00:00,168.78,170.03,170.14,168.35,56573006.0,0.014922700411866607,168.77599999999998,171.08999999999997,0.013170321881280997
AAPL,2022-08-26 04:00:00+00:00,170.57,163.62,171.05,163.56,90147274.0,-0.037699229547726865,167.196,170.24200000000002,0.01595341286791171
AAPL,2022-08-29 04:00:00+00:00,161.145,161.38,162.9,159.82,78255530.0,-0.01369025791468037,165.958,169.06099999999998,0.01563692824134558
AAPL,2022-08-30 04:00:00+00:00,162.13,158.91,162.56,157.72,82758508.0,-0.015305490147477951,164.294,167.649,0.01568480141909962
AAPL,2022-08-31 04:00:00+00:00,160.305,157.22,160.58,157.14,104165447.0,-0.010634950600969084,162.23200000000003,165.916,0.014481657716548857
AAPL,2022-09-01 04:00:00+00:00,156.64,157.96,158.42,154.67,79346064.0,0.004706780307848879,159.818,164.297,0.015069204497690293
AAPL,2022-09-02 04:00:00+00:00,159.75,155.81,160.362,154.965,83452944.0,-0.01361104076981523,158.25600000000003,162.726,0.015016077508564624
AAPL,2022-09-06 04:00:00+00:00,156.47,154.53,157.09,153.69,78705759.0,-0.008215133816828146,156.88600000000002,161.422,0.014239020187874447
AAPL,2022-09-07 04:00:00+00:00,154.825,155.96,156.67,153.61,94015457.0,0.009253866563126989,156.296,160.29500000000002,0.015178648326567215
AAPL,2022-09-08 04:00:00+00:00,154.64,154.46,156.36,152.68,91449721.0,-0.009617850730956667,155.744,158.988,0.014882842838274084
